,X,X,X,X,X,X,X,X,Y,Y,Y,Y,Y,Y,Y,Y,Z,Z,Z,Z,Z,Z,Z,Z,Std_Combined
8,400.0,-0.22084100004285573,0.00935758268901649,-0.2417179942131042,-0.22781424596905703,-0.22069600224494929,-0.21436624601483337,-0.1987000107765197,400.0,0.0893938876315951,0.0038184217150479746,0.0792510062456131,0.08639674447476858,0.08940700069069855,0.09197274781763552,0.0984300076961517,400.0,0.08233579263091084,0.008228420508412668,0.0658449977636337,0.07550449855625622,0.08253599703311915,0.08919524960219855,0.0998170003294944,0.013032712773593884
9,400.0,-0.2192884224280715,0.009458199784386353,-0.2403769940137863,-0.22618875280022616,-0.21916749328374854,-0.21289600804448122,-0.1962950080633163,400.0,0.0703506100364029,0.0037999811894432133,0.0600480027496814,0.06750775314867495,0.0702694989740848,0.07310725003480907,0.0795319974422454,400.0,0.10153941730037327,0.010247218852181703,0.0807730033993721,0.0931042488664388,0.1022964976727962,0.10960599966347212,0.1225249990820884,0.014453473437412767
10,400.0,-0.25583826802670956,0.011325040146094485,-0.2818460166454315,-0.26390399038791656,-0.2555990070104599,-0.24792148545384401,-0.2261470109224319,400.0,-0.01784733506385232,0.00359371775023067,-0.027063999325037,-0.020437001250684227,-0.018155001103877952,-0.015431499341502751,-0.0051979999989271,400.0,0.1314023997634649,0.012806369284689593,0.1019729971885681,0.12206874601542944,0.1324955001473426,0.140526745468378,0.1597000062465667,0.0174692425661451
11,400.0,-0.24559615537524224,0.010506423974044743,-0.2695830166339874,-0.25358451902866364,-0.24530250579118723,-0.23827801272273058,-0.2176760137081146,400.0,-0.0011847025062888747,0.0031757842056378198,-0.0082600004971027,-0.0035532470792531247,-0.00147750042378895,0.0010297484695910748,0.0098169986158609,400.0,0.12654094249010084,0.012960362224835898,0.0987630039453506,0.11711674928665158,0.12742149829864496,0.13593124598264691,0.1548610031604766,0.016983566734997513
12,400.0,-0.24593094028532506,0.012324413281333905,-0.2734770178794861,-0.254642516374588,-0.24655349552631375,-0.23775725439190865,-0.2136190086603164,400.0,-0.024504972521681295,0.004623918448466579,-0.0337879993021488,-0.027938000392168674,-0.025450500659644548,-0.020628498867154076,-0.010602000169456,400.0,0.11308323228731748,0.0111109913370805,0.0882759988307952,0.10496824793517583,0.11414400115609165,0.12112499773502347,0.1377429962158203,0.017225734034863858
13,400.0,-0.2550856974348426,0.012642831227229413,-0.284839004278183,-0.2644512504339218,-0.25531199574470514,-0.2467807494103908,-0.2224870175123214,400.0,-0.03303449258208271,0.004229229530131301,-0.0425430014729499,-0.03617699909955255,-0.03354750014841555,-0.029924500733613926,-0.0190679989755153,400.0,0.11817552506923672,0.011010021281842822,0.0921230018138885,0.11057624965906138,0.11960250511765474,0.12603624910116196,0.1429879963397979,0.01729011661283329
14,400.0,-0.22862420722842217,0.009940456335310724,-0.2508659958839416,-0.23563174158334727,-0.22914149612188334,-0.22191599011421198,-0.2040120065212249,400.0,-0.045404815087094846,0.007996678006749013,-0.0603669993579387,-0.051932499743997974,-0.0468309987336397,-0.03850025124847883,-0.0280099995434284,400.0,0.059515429968014316,0.00588525424126284,0.0478480011224746,0.05471475236117835,0.0595319997519254,0.06423899717628952,0.0716550052165985,0.014049759741082576
15,400.0,-0.21813553243875503,0.008725833956011128,-0.2376230061054229,-0.22425124421715734,-0.2180000022053718,-0.21231299266219136,-0.1960440129041671,400.0,-0.037925064964219886,0.007932319989618452,-0.0523939989507198,-0.04445950035005805,-0.03946449793875215,-0.031225498765706974,-0.0207739993929862,400.0,0.05568623996339733,0.0063054315609755475,0.0434260033071041,0.05034975335001945,0.05595399811863895,0.06100550014525645,0.0682760030031204,0.013372372482686976
16,400.0,-0.21584195744246246,0.008313287115426327,-0.234355017542839,-0.22188251838088033,-0.21561998873949045,-0.21024398505687708,-0.1949800103902816,400.0,-0.040593127612955825,0.00799199086168665,-0.0556389987468719,-0.0471242489293217,-0.0418979991227388,-0.03403974883258337,-0.0228930003941059,400.0,0.04301052494905884,0.00476679616384325,0.0340319983661174,0.038647499866783605,0.04296100139617915,0.04716475121676918,0.0513800010085105,0.01247818120819004
17,400.0,-0.22519285239279271,0.009275740975343819,-0.2458990067243576,-0.23198724910616866,-0.22534900158643714,-0.2186852432787418,-0.2021120190620422,400.0,-0.04733857006300237,0.007981098607891621,-0.0626939982175827,-0.053718498907983296,-0.048844002187252,-0.04064424987882373,-0.029679000377655,400.0,0.045528425080701665,0.004336979257435231,0.0370589978992939,0.041778752580285024,0.045376002788543646,0.04916400182992217,0.0533750019967556,0.012982553474181622
18,400.0,-0.25099586736410856,0.011279542544292878,-0.2756789922714233,-0.25946700572967524,-0.2512345016002655,-0.24319875240325922,-0.2241100072860717,400.0,-0.04273926251567895,0.006402650444099573,-0.0559559985995292,-0.047544250264763825,-0.04377899877727025,-0.037942251190543126,-0.0277660004794597,400.0,0.0013550752028822837,0.0052699012775366885,-0.0128149986267089,-0.0028204973787069,0.00093150138854975,0.005730247125029525,0.0133029967546463,0.01399978114803315
19,400.0,-0.2393235780671239,0.01078912551640604,-0.2628740072250366,-0.24728200212121004,-0.2397779896855354,-0.23205025494098663,-0.2131690084934234,400.0,-0.03777514747809614,0.006502819677262961,-0.05069600045681,-0.042880499735474524,-0.0387335009872913,-0.03278924804180855,-0.0231429990381002,400.0,0.005331835094839299,0.005038817216588537,-0.0077719986438751,0.001509748399257625,0.00506449863314625,0.009186750277876774,0.0164759978652,0.013567666420794376
20,400.0,-0.24015757538378238,0.011244070388345913,-0.2645000219345093,-0.248489748686552,-0.2402025014162063,-0.23218174651265142,-0.2137380093336105,400.0,-0.029428612585179464,0.006118853895458363,-0.0413080006837844,-0.034319002181291525,-0.030232999473810147,-0.024704500101506623,-0.0155629981309175,400.0,0.0011506300419568934,0.005093211718045759,-0.0116360038518905,-0.0025814995169638998,0.0010734982788561998,0.004932003095746,0.0122800022363662,0.013777165800587653
21,400.0,-0.25276852283626794,0.01180338102587603,-0.2781720161437988,-0.2613729909062385,-0.25279149413108826,-0.24418000131845474,-0.2255010157823562,400.0,-0.03360984508413817,0.0059834137482900375,-0.0456429980695247,-0.0382487513124942,-0.0343680009245872,-0.0289162518456578,-0.0196909997612237,400.0,-0.003383422549813965,0.00537436154572102,-0.0174920037388801,-0.0075600035488605,-0.00367499887943265,0.001010747626423775,0.0081709995865821,0.014283025090972899
22,400.0,-0.21329995267093182,0.008403890547218122,-0.2318640202283859,-0.2192650027573108,-0.2133815139532089,-0.20810548961162562,-0.1925680190324783,400.0,-0.030131355072371618,0.007612932549936067,-0.0443009994924068,-0.036164999939501244,-0.031402498483657795,-0.02438075002282855,-0.0125459991395473,400.0,0.017249157521873667,0.004479077350859775,0.0057209953665733,0.01447625085711475,0.01764449849724765,0.0201664976775646,0.0275969952344894,0.012191974911985475
23,400.0,-0.21364162247627974,0.008184456439902978,-0.231776013970375,-0.219756256788969,-0.2134719938039779,-0.20807975530624387,-0.193324014544487,400.0,-0.03658273746259506,0.0076282886439839,-0.0512199997901916,-0.042515248991548946,-0.0378639996051788,-0.030783250462263774,-0.0187989994883537,400.0,0.023652359992265656,0.003911008497776917,0.0142209976911544,0.021062245592474903,0.0237654987722635,0.02635775133967395,0.0324760004878044,0.011852092740199357
24,400.0,-0.194482942186296,0.007165000898066513,-0.2102610170841217,-0.1998822465538978,-0.19439499825239176,-0.18969799205660814,-0.1768520176410675,400.0,-0.029294975097291124,0.008069046177068715,-0.0445830002427101,-0.035696249455213526,-0.0307120000943541,-0.023172749672085026,-0.0107029993087053,400.0,0.02001252237707372,0.004242545135446673,0.0096400007605552,0.017208501696586574,0.020429002121090847,0.022937245666980726,0.0293419957160949,0.011595082289628798
25,400.0,-0.19537587452679872,0.0074283794573257456,-0.2117240130901336,-0.2007884979248047,-0.19525999575853345,-0.1906952448189258,-0.1770400106906891,400.0,-0.02224606000585477,0.007795472462383172,-0.0374259985983371,-0.0286447508260607,-0.023713999427855,-0.016202999278903,-0.0043939985334873,400.0,0.012972277523949699,0.004753128797395723,0.0007559955120086,0.010012997314333876,0.01346500217914575,0.01603050157427785,0.0238519981503486,0.011770405500169737
26,400.0,-0.23776758026331662,0.010217249782421013,-0.2602789998054504,-0.24542574957013122,-0.23799950629472724,-0.23086125403642654,-0.2121620178222656,400.0,-0.05071519757620987,0.007161373834671147,-0.0652389973402023,-0.056082000955939224,-0.052018500864505754,-0.0453270021826028,-0.0342160016298294,400.0,0.016223362553864668,0.004100084159623782,0.0054330006241798,0.013299249112606024,0.01634000241756435,0.0192664992064237,0.0259610004723072,0.013133474728048652
27,400.0,-0.24736711952835322,0.010831422407942853,-0.2716550230979919,-0.25532348453998566,-0.2474245056509971,-0.23999724164605132,-0.2206260114908218,400.0,-0.056935777496546464,0.006931119091366296,-0.071272000670433,-0.0621452517807483,-0.0583985019475221,-0.05187724996358151,-0.0402589999139308,400.0,0.014032269949093411,0.004242647814606702,0.0023970007896423,0.01072575151920315,0.0138709992170333,0.01744049787521355,0.0244880020618438,0.013541055487545124
28,400.0,-0.24558731850236654,0.010684774222217584,-0.2695710062980652,-0.2533444985747337,-0.24563000351190561,-0.23833375796675682,-0.2189740091562271,400.0,-0.06186678996309634,0.007163903569495188,-0.0766339972615242,-0.0673082489520311,-0.06342050060629839,-0.05652550049126145,-0.0444750003516674,400.0,0.0233670149929821,0.0033286966940622004,0.0144940018653869,0.021058248355984625,0.02351250126957885,0.025859998539090125,0.0317540019750595,0.013287819091703946
29,400.0,-0.23724519807845354,0.010009729246742333,-0.2592950165271759,-0.24469049274921414,-0.23747549951076505,-0.23030576109886164,-0.2122020125389099,400.0,-0.0558412825595587,0.007378228254034304,-0.0707660019397735,-0.06138800084590905,-0.05721300095319745,-0.050114750862121527,-0.0386289991438388,400.0,0.024319940200075458,0.003377675472572894,0.015914998948574,0.022058749571442576,0.024461498484015402,0.026561251841485473,0.03226999938488,0.012885713925108669
30,400.0,-0.20297272488474846,0.008165731961466874,-0.2209110110998153,-0.20867375284433357,-0.20250450074672693,-0.19755349680781364,-0.1821570098400116,400.0,-0.0195303775183856,0.007721112804415838,-0.0326519981026649,-0.02670875191688535,-0.020746502093970748,-0.012493000365793675,-0.0035609994083642,400.0,0.07654683751054105,0.009743925684684202,0.0552640035748481,0.06914749741554255,0.07716099917888636,0.08389099687337873,0.0972710028290748,0.014874099944322155
31,400.0,-0.20303541220724583,0.00876908281246795,-0.22222201526165,-0.20887501165270805,-0.2028424888849258,-0.1977157592773437,-0.1804490089416504,400.0,-0.010713902544230184,0.007877104456591002,-0.0238789990544319,-0.018216748721897574,-0.011871000751852951,-0.003161750268191025,0.004721000790596,400.0,0.09011949239298697,0.011911166105895099,0.063739001750946,0.08129049651324745,0.09115600213408465,0.0989799983799457,0.115275003015995,0.016757728545187468
32,400.0,-0.18838296696543694,0.007776788180494753,-0.2049340009689331,-0.1939487494528293,-0.18833200633525846,-0.18324399739503858,-0.1687360107898712,400.0,-0.009978412475902549,0.007626722425415224,-0.023497998714447,-0.017147998791187974,-0.01075450051575895,-0.002798998728394425,0.0049610026180744,400.0,0.0861729500070214,0.011245244503591366,0.0610520020127296,0.07776750065386293,0.08711950108408925,0.0944679975509643,0.1101820021867752,0.015655697151649498
33,400.0,-0.1853975249454379,0.007317681557967652,-0.2008670270442962,-0.190750490874052,-0.18526700139045715,-0.1804664880037307,-0.1672780066728592,400.0,-0.018698735067155164,0.0075264347235740915,-0.03278099745512,-0.02541600028052925,-0.019413499161600997,-0.012229250045493174,-0.0027209986001253,400.0,0.07169664004817601,0.00924021755036329,0.0514560043811798,0.06471999734640117,0.07226199656724924,0.07864974439144128,0.0914589986205101,0.013984895545197449
34,400.0,-0.18031540241092445,0.0076196181340892006,-0.1968789994716644,-0.1860204860568046,-0.18021900206804276,-0.17545049637556073,-0.161189004778862,400.0,0.013985889926552723,0.005406284326644994,0.0024150013923645,0.0095129990950226,0.01284999959170815,0.01835299981757995,0.0264010019600391,400.0,-0.005066312514245479,0.005796973721784894,-0.0201020017266273,-0.008635498583316775,-0.00441050156950945,-0.001091247424483225,0.0086399987339973,0.010995062303640345
35,400.0,-0.1908756324276328,0.008129712917049222,-0.2086410224437713,-0.19674325734376902,-0.19078550487756724,-0.1856129802763462,-0.1706820130348205,400.0,0.008146207416430068,0.005824212047094954,-0.0035839974880218,0.003191749099642,0.0071399994194507,0.012898499611765075,0.0211810022592544,400.0,-0.003974769953638289,0.005649760577033785,-0.0189520046114921,-0.0074297506362199246,-0.00318749621510505,-2.1750107407569885e-05,0.0092940032482147,0.011486229697379733
36,400.0,-0.18913543228060006,0.00789766788317925,-0.2063970267772674,-0.19497025012969965,-0.18903799355030054,-0.18402498587965962,-0.1693980097770691,400.0,0.000954009913839399,0.00616337409396268,-0.0115619990974664,-0.004127998836338475,-0.00028049945831295,0.005753249395638675,0.0150700025260448,400.0,-0.00224644001573323,0.005594715631518529,-0.016973003745079,-0.00565849430859085,-0.0015040002763271,0.0017635002732276249,0.0108320042490959,0.011474370623815892
37,400.0,-0.1788551276177168,0.007508516690126454,-0.1951660215854644,-0.1845164895057678,-0.17876550555229181,-0.17408100515604014,-0.1599230021238327,400.0,0.007380614927969833,0.005760967101342364,-0.0049329996109008,0.002720999531447825,0.00631299987435335,0.011772999539971324,0.0207720026373863,400.0,-0.004195584990084145,0.0057399198372895446,-0.0190339982509613,-0.007702246308326674,-0.0035315006971359,-0.000186502933502125,0.009332001209259,0.011068570122972821
38,400.0,-0.16239793244749307,0.0066168508411651545,-0.1766919940710067,-0.16699399054050443,-0.16246449947357178,-0.15815875679254526,-0.1458950042724609,400.0,-0.02729349501430984,0.007734460479499461,-0.0430459976196289,-0.03342974837869405,-0.02871350012719625,-0.021691249217837973,-0.0095639992505311,400.0,0.0548823523521423,0.006692626449603478,0.0408700034022331,0.04949650075286617,0.055425500497221905,0.06040825136005872,0.0689620003104209,0.012181783233874222
39,400.0,-0.1671187696233392,0.006842038721367151,-0.1817020028829574,-0.17203849554061884,-0.167164996266365,-0.16271424293518066,-0.1499750018119812,400.0,-0.02010867254110049,0.007218388511390007,-0.0346659980714321,-0.026072248816490153,-0.0215239999815821,-0.014447000576183151,-0.0039609987288713,400.0,0.06834233507513994,0.008500484602470852,0.0494960024952888,0.062141996808349996,0.0689660012722015,0.0747259929776191,0.0867170020937919,0.013083457686823416
40,400.0,-0.146192409619689,0.006370978081114439,-0.160317987203598,-0.15046399831771845,-0.14625148475170135,-0.14213924854993815,-0.130061000585556,400.0,-0.022450295060407317,0.007055756551383648,-0.0372059978544712,-0.02792149921879165,-0.023435500450432252,-0.017659001518040875,-0.0060309991240501,400.0,0.06561160244047637,0.007869239311246508,0.0480480007827281,0.05986300203949212,0.0662009976804256,0.07152899727225298,0.0826189965009689,0.012340907161149106
41,400.0,-0.142001662813127,0.006154379020821361,-0.1558890044689178,-0.14593148231506348,-0.14215849339962006,-0.13798224925994867,-0.1265510022640228,400.0,-0.029867032512556718,0.007616610799189916,-0.0458019971847534,-0.0359695004299283,-0.0309529993683099,-0.0245974985882639,-0.0118319988250732,400.0,0.05151831248775119,0.0062475846560548255,0.038816001266241,0.046097249723970876,0.0517039988189935,0.056836999021470526,0.0643559992313385,0.011615569518230014
42,400.0,-0.15958020731806755,0.006045797875348126,-0.1726909875869751,-0.1638105064630508,-0.15963850170373917,-0.15547398850321764,-0.144908994436264,400.0,-0.03342100755544375,0.008481678641372295,-0.05086500197649,-0.04001949727535242,-0.0350170005112886,-0.027748250402510076,-0.0136359985917806,400.0,0.03032509003765876,0.00430334586246202,0.0219720005989074,0.026300750672817147,0.0304805003106594,0.034349747002124724,0.0381489992141723,0.011269841619873985
43,400.0,-0.1608353704586625,0.005851356280773707,-0.1730799973011016,-0.16496600583195686,-0.1608634889125824,-0.1568949893116951,-0.1464790105819702,400.0,-0.029990497617982285,0.008531244518690254,-0.0479350015521049,-0.036548001691699,-0.031560501083731596,-0.024183001834899152,-0.0102359987795352,400.0,0.01913567504845555,0.004308647623064842,0.0085499957203865,0.016033746302127748,0.0196000002324581,0.022343251854181227,0.0282559990882873,0.011206469011333353
44,400.0,-0.1778140951320529,0.006444552064148073,-0.191629022359848,-0.18241749703884125,-0.17778348922729484,-0.17323501035571093,-0.1622130125761032,400.0,-0.03133852256229143,0.008468970501047014,-0.0481489971280097,-0.03801499865949147,-0.0330535005778074,-0.025091251358389823,-0.0119599997997283,400.0,0.024098105132579758,0.004106953960915737,0.0145559981465339,0.020714253187179524,0.0244034975767135,0.02744325250387185,0.0327289998531341,0.011407137392536357
45,400.0,-0.17716438218951225,0.006586317966277191,-0.1910469830036163,-0.1818624772131443,-0.17720299959182734,-0.17260125279426575,-0.1612800061702728,400.0,-0.033128382489085145,0.008252453451204563,-0.0493870005011558,-0.039674250409007,-0.034694500267505604,-0.027120251674205023,-0.0142659991979599,400.0,0.0350311325769871,0.004487098055332186,0.0268240012228488,0.030810750089585774,0.03483949974179265,0.03922624886035912,0.0429949983954429,0.011472428743529842
46,400.0,-0.11156220018863675,0.005689477033725497,-0.1238430142402648,-0.11555375903844829,-0.1115535199642181,-0.10798200219869612,-0.096448004245758,400.0,0.04486381229944522,0.0035662174125278326,0.0376450009644031,0.041809250600636,0.0447814986109733,0.04800400137901302,0.0519409999251365,400.0,0.0812123124208301,0.009685279361894847,0.0622170008718967,0.0730827488005161,0.08136399835348125,0.08925699815154067,0.1017000004649162,0.011785274365438119
47,400.0,-0.08751025721430775,0.004850987758646873,-0.0986030101776123,-0.09092475473880765,-0.08761049807071686,-0.08462324738502498,-0.0745089948177337,400.0,0.04148169231601054,0.0025586055540460263,0.0360809974372386,0.039368500933051075,0.041560500860214206,0.043581498786807026,0.0471230000257492,400.0,0.07973102031275627,0.009526148204446454,0.0617660023272037,0.07140449993312352,0.07955849915742864,0.0879747457802295,0.0993410050868988,0.010992090075541383
48,400.0,-0.11869495488703247,0.005269988185937459,-0.1312589943408966,-0.12215850502252576,-0.1187969893217086,-0.1152767539024353,-0.1055569946765899,400.0,-0.03375765762990336,0.007894413337509253,-0.0501329973340034,-0.0398577516898512,-0.0347600001841783,-0.028628249652683672,-0.0141580011695623,400.0,0.03586021249182518,0.004700663640823402,0.0277249999344348,0.03137249965220683,0.03554099984467025,0.04025700129568575,0.0437000021338462,0.010592014732218016
49,400.0,-0.11781520806252953,0.004915132082153105,-0.1295289993286132,-0.12113100290298458,-0.11776901781558985,-0.11454851925373075,-0.1055830121040344,400.0,-0.03168287251377474,0.007315714544953162,-0.0471839979290962,-0.037449751049280146,-0.03296700119972225,-0.027035250794142422,-0.0133450012654066,400.0,0.022880034958943682,0.0043558971004505394,0.0134029984474182,0.019148502498865048,0.02357799932360645,0.02666424773633475,0.0306069999933242,0.009831177052518349
50,400.0,-0.13917015008628364,0.005488207500573031,-0.1518000066280365,-0.14282198250293723,-0.13923400640487665,-0.13543725013732907,-0.1256870031356811,400.0,-0.03285409257048737,0.008563662528443499,-0.0508089996874332,-0.0396412499248981,-0.03416499868035315,-0.02725450135767455,-0.0123430024832487,400.0,0.026035114964470217,0.004337056382594945,0.0168489962816238,0.022184751927852547,0.0263730008155107,0.0299297515302896,0.0340569987893104,0.011057431688064862
51,400.0,-0.13933619774878023,0.005852408681139123,-0.1528399884700775,-0.1432742550969123,-0.13944949209690088,-0.13537449389696118,-0.1248919963836669,400.0,-0.03367525764275338,0.008297245428402537,-0.0509350001811981,-0.04031474981456992,-0.0349655002355575,-0.027949501760303953,-0.013815002515912,400.0,0.03828903758898373,0.004871098560725151,0.0295509994029998,0.03372999839484685,0.038018001243472044,0.042728999629616675,0.0469499975442886,0.011261552746336449
52,400.0,-0.25430306237190964,0.01402104050268449,-0.2850149869918823,-0.26410602033138275,-0.2552250027656555,-0.24479148909449575,-0.2194940149784088,400.0,-0.0437717625824734,0.004970383345604047,-0.0548229999840259,-0.047416249290108625,-0.04450799897313115,-0.04038374777883287,-0.0288929995149374,400.0,0.10172951499000188,0.009005742829161742,0.0806970000267028,0.0952182542532682,0.10268850252032274,0.10809074901044365,0.1222719997167587,0.017389585713442835
53,400.0,-0.24724534567445516,0.01325070889130646,-0.2759240269660949,-0.2565467581152916,-0.24801450222730637,-0.2379164919257164,-0.21526400744915,400.0,-0.03777320506051178,0.005765873647576114,-0.0494549982249736,-0.0423262510448694,-0.03914749808609485,-0.033099750056862776,-0.0225329995155334,400.0,0.09609192265197632,0.009079716419641705,0.0760230049490928,0.08933450095355508,0.0967099964618682,0.10269774869084355,0.116467997431755,0.01706657069545818
54,400.0,-0.07193160012364384,0.003715004869149497,-0.0817329883575439,-0.07450374960899353,-0.07179251313209525,-0.06940175592899323,-0.0627370178699493,400.0,-0.029790824996307447,0.005430830848595851,-0.0424990020692348,-0.03389200009405605,-0.0302724996581673,-0.026154501363635,-0.0154350008815526,400.0,0.020290832407772498,0.004535395731146129,0.0108420029282569,0.016397750005125927,0.02146250195801255,0.02433149702846995,0.0277839973568916,0.007991558003416064
55,400.0,-0.07132001914083955,0.003485735738961423,-0.0803329944610595,-0.07383175194263455,-0.07124099135398859,-0.0690610036253929,-0.0624150037765502,400.0,-0.020673897524829902,0.004202547503037225,-0.0305820014327764,-0.023643251042812972,-0.0210824999958276,-0.017847001086920423,-0.0095910020172595,400.0,0.009702869933098504,0.0048616986064953325,-0.0017350018024444,0.005858497694134675,0.01108999922871585,0.013753497973084425,0.0177249982953071,0.007310805188045706
56,400.0,-0.09490101717412468,0.004051622269196607,-0.1046299934387207,-0.09777923673391335,-0.094821497797966,-0.09218823909759519,-0.0844939947128295,400.0,-0.022562972574960385,0.005180447988947528,-0.0333810001611709,-0.026608250569552124,-0.0232265004888176,-0.0191092509776353,-0.0090720020234584,400.0,0.0099613824114203,0.004801216738740636,-0.0015970021486282,0.0063827503472566,0.0111400000751018,0.013666749000549275,0.0183340013027191,0.00814274932383428
57,400.0,-0.09539627753198143,0.0043054458468979985,-0.106097012758255,-0.09844274818897242,-0.09532651305198665,-0.09260124713182447,-0.0845980048179626,400.0,-0.030657332665286915,0.006350820167578788,-0.0435120016336441,-0.03557899966835973,-0.03145849891006945,-0.0263249995186924,-0.014173001050949,400.0,0.02107098246924574,0.004484350935853486,0.011584997177124,0.017288753762841152,0.0220534987747669,0.0249929968267679,0.0286269932985305,0.00888702335190961
58,400.0,-0.12934307545423504,0.005045141285791525,-0.1399800181388855,-0.13311575353145594,-0.1293065100908279,-0.12591198086738584,-0.116575002670288,400.0,0.00582912498619403,0.004064416443538828,-0.0038569997996091,0.002687498927116325,0.00511600077152245,0.009012248832732425,0.0156239978969097,400.0,-0.003665587492287131,0.0052646809845916685,-0.0175020024180412,-0.006776249036192825,-0.0026434995234011997,-6.0252845287323e-05,0.0078850015997886,0.00834804153617051
59,400.0,-0.14922409813851115,0.005735003740432256,-0.1613710224628448,-0.15335151553153986,-0.1491984874010086,-0.14526250958442685,-0.13475102186203,400.0,-0.004872794973198298,0.005854530895483412,-0.0179709997028112,-0.00948900124058125,-0.0058970004320144,-0.0005260002799331749,0.0086640007793903,400.0,-0.0017247375845909061,0.005510011296262789,-0.015805996954441,-0.00515825115144245,-0.0008589960634708,0.002052500844001725,0.0106710046529769,0.00987552653755157
60,400.0,-0.14361381556838748,0.005240884302077235,-0.1547479927539825,-0.14734373986721036,-0.1436140090227127,-0.13998650014400477,-0.1303769946098327,400.0,-0.017728470086585683,0.006526144269443727,-0.03235400095582,-0.022747501265257573,-0.0189089998602867,-0.01329250028356905,-0.0025139991194009,400.0,0.004909169897437064,0.0050624524290386564,-0.0080440044403076,0.001869503408670375,0.0058354958891868,0.008298998698592151,0.0158400014042854,0.009781914530889758
